lang,question,expected_answer,rag_answer,difficulty,question_type,model
ko,What specific limitation does the speaker mention when requesting assistance?,The speaker explains that the object cannot be lifted without help because it is described as excessively heavy when handled alone.,"Based on the context provided, the specific limitation mentioned is the **context-window limitation** of language models.

The speaker explains that w",easy,factual,chatgpt
ko,What part of the Korean sentence shows the speaker struggling with the task?,The phrasing indicates that the speaker cannot manage the task alone due to the weight of the item.,"I don't have enough information in the provided context to answer this question. The context provided discusses Anote's AI services, data labeling, mo",easy,factual,chatgpt
ko,How does the text suggest that wisdom developed through long term experience rather than a brief encounter?,The reference to a life spent in a remote village implies that the insight emerged gradually through continuous interaction with the environment.,"I cannot find information in the provided context that addresses how wisdom develops through long-term experience rather than brief encounters. 

The ",medium,reasoning,chatgpt
ko,Why might the statement about distributing resources hint at a broader technological advantage?,"The claim about using virtualization points to an ability to adapt physical assets more flexibly, which suggests efficiency gains beyond simple alloca","I don't see any statement about ""distributing resources"" in the provided context. The context discusses Anote's pricing models, target market, cost co",medium,reasoning,chatgpt
ko,What cultural nuance might affect the interpretation of the request for help in the dialogue?,"The term used to address the other person often conveys relational closeness and can imply both familiarity and an expectation of support, making the ",I don't have enough information in the provided context to answer this question about cultural nuances affecting the interpretation of a request for h,hard,ambiguous,chatgpt
ko,What uncertainty could arise when interpreting the phrase about living with nature?,"The idea of living in harmony might refer to practical survival skills, a philosophical outlook, or emotional connection, and the translation does not",I don't have enough information in the provided context to answer this question. The context discusses topics related to RAG (Retrieval Augmented Gene,hard,ambiguous,chatgpt
ko,What policy actions does the text explicitly state the government intends to take?,It states that the government plans to increase parental leave payments and broaden the availability of public childcare facilities.,"Based on the context provided, I cannot identify any explicit policy actions that the government intends to take. 

The text mentions government organ",easy,factual,chatgpt
ko,"Who expresses disbelief in the conversation, and what triggers this reaction?",The speaker reacts with surprise after hearing that someone allegedly said something unexpected.,"I cannot answer this question based on the provided context. The context discusses topics like how chatbot models work, Docker's launch in 2013, and i",easy,factual,chatgpt
ko,How does the modal phrasing in the scientific statement shape the interpretation of measurement limits in quantum mechanics?,"The modal phrasing presents the measurement limit as an absolute restriction rather than a conditional one, highlighting that the two properties canno",I don't have enough information in the provided context to answer this question about modal phrasing in scientific statements and quantum mechanics me,medium,reasoning,chatgpt
ko,"If you heard someone say the quoted Korean line in a casual chat, how would you interpret the speaker's emotional tone?","The tone would suggest shocked disbelief mixed with a kind of playful suspicion, as if the speaker feels the claim is hard to accept without sounding ","I don't see any Korean line or quote in the context provided. The context contains information about Docker, ChatGPT privacy concerns, LLM fine-tuning",medium,reasoning,chatgpt
ko,"In the policy statement, how certain does the government sound about its planned response, and what ambiguity remains about its implementation?","The language presents the plan as definite, but it leaves open questions about funding, timelines, and how quickly childcare capacity would scale to m",I don't have enough information to answer this question. The context provided doesn't contain any policy statement or information about government res,hard,ambiguous,chatgpt
ko,"When someone says the English line about disbelief in a casual setting, how might cultural expectations influence whether the reaction feels playful o","The reaction could be read as light teasing in some contexts or as real astonishment in others, since tone and social familiarity usually shape how st",I don't have enough information in the provided context to answer your question about cultural expectations influencing reactions to an English line a,hard,ambiguous,chatgpt
ko,What type of clothing is Hanbok?,"Hanbok is Korea's traditional clothing, a cultural garment that represents Korean heritage and has been worn for centuries.",The context provided doesn't contain any information about Hanbok or what type of clothing it is. The context focuses on Anote's AI solutions for RAG ,easy,factual,claude
ko,Why can't the speaker make it today?,"Something urgent came up unexpectedly, which is why they need to cancel the plans.",The context provided doesn't contain any information about a speaker or someone not being able to make it today. The context consists of various artic,easy,factual,claude
ko,How does the modern reinterpretation of Hanbok reflect generational cultural shifts in Korea?,"The modernized interpretations gaining popularity among younger generations suggest that traditional culture is being adapted to contemporary tastes, ",I don't have information about Hanbok or generational cultural shifts in Korea in the provided context. The context focuses on Anote's AI technologies,hard,reasoning,claude
ko,So what makes blockchain different from regular databases?,"It's decentralized and distributed, meaning no single entity controls it, which helps guarantee that data can't be tampered with and everything stays ","I don't see any information about blockchain or how it compares to regular databases in the provided context. 

The context focuses on Anote's AI serv",medium,reasoning,claude
ko,Does the Korean expression '갑자기 급한 일이 생겨서' carry the same level of formality and social distance as the English translation?,"No, the Korean phrase is more direct and casual despite being polite, while 'Something urgent came up' in English maintains a similar informality but ","I don't have enough information in the provided context to answer this question. The context provided discusses topics related to RAG systems, LLM fin",hard,ambiguous,claude
ko,What two qualities does blockchain guarantee according to the translation?,"Blockchain ensures data integrity and transparency, meaning the data can't be altered improperly and all transactions are visible and verifiable.",I don't have information about blockchain or any translation in the provided context. The context focuses on Anote's AI capabilities for data labeling,medium,factual,claude
ko,What physical sensation did the woman experience when entering the room?,"She felt the warmth of the sunlight that flooded into the room, closing her eyes briefly to fully experience it.",I don't have enough information to answer this question. The context provided doesn't contain any information about a woman entering a room or experie,easy,factual,claude
ko,How's the translation handle the casual concern in '밥은 제대로 챙겨 먹고 다니는 거야?',It shifts from the informal Korean '챙겨 먹고 다니는' (literally 'taking care to eat while going around') to a more direct but still concerned 'Are you eatin,I don't have enough information in the provided context to answer your question about how translation handles the casual concern in the Korean phrase ,hard,ambiguous,claude
ko,What evidence is cited regarding Korean cultural content's global standing?,The global success of K-pop idol groups serves as the primary evidence demonstrating the competitiveness of Korean cultural content on the internation,"Based on the provided context, there is no information or evidence cited regarding Korean cultural content's global standing. The context focuses on t",easy,factual,claude
ko,Does the Korean '따뜻한 햇살이 방 안 가득 흘러들어왔고' suggest gradual or sudden lighting?,"The verb '흘러들어왔고' (flowed in) suggests a gradual, flowing quality of light entering, which the English 'flooded' captures with similar imagery of abun","I don't have enough information in the provided context to answer this question. The context you've shared is about Anote's business model, pricing, t",hard,ambiguous,claude
ko,Why's the person asking about weight loss in such a direct way?,"The informal Korean '너 요즘 왜 이렇게 말랐어?' reflects a culturally common direct expression of concern in Korean relationships, where commenting on physical ",I don't see any information in the provided context about someone asking about weight loss in a direct way. The context discusses RAG (Retrieval-Augme,medium,reasoning,claude
ko,How does the translation convey the momentary nature of the woman's action?,"The English uses 'briefly' to translate the temporal nuance in '잠시', indicating a short, intentional pause to savor the moment rather than a prolonged","I don't have enough information in the provided context to answer this question. The context you've shared discusses Anote's AI services, data labelin",medium,reasoning,claude
ko,What two components are essential for expanding renewable energy sources?,The construction of power grid infrastructure and the development of energy storage systems are essential for expanding renewable energy sources.,I don't have enough information in the provided context to answer this question. The context provided is about Anote's AI products and services relate,easy,factual,claude
ko,Where do Seoul folks like to bike and catch a breeze?,They ride along the Han River's banks (called 'dunchi') where they can feel the cool river breeze.,"I don't have information about biking locations in Seoul in the provided context. The context only contains information about Anote, an AI company spe",easy,factual,claude
ko,How does the speaker express their mental exhaustion from studying?,"The speaker uses the hyperbolic expression that their head 'feels like it's going to explode,' conveying intense stress through figurative language ra",The context provided doesn't contain any information about a speaker expressing mental exhaustion from studying. The context is focused on technical t,medium,reasoning,claude
ko,What kinda vibe is this person giving off when they suggest coffee?,"It's super casual and friendly—they're stressed out and looking for a break with a buddy, not making formal plans.",I don't have enough information in the provided context to answer this question. The context doesn't contain any mention of someone suggesting coffee ,medium,reasoning,claude
ko,"Does the Korean phrase '머리가 터질 것 같아' represent a literal medical emergency or an idiomatic expression, and what cultural communication pattern does th",It is an idiomatic expression reflecting Korean communication patterns where physical metaphors convey emotional states. The translation appropriately,"I don't have enough information in the provided context to answer this question. The context contains fragments about Docker, ChatGPT, medical chart s",hard,ambiguous,claude
ko,Why might the translation of '필수적이다' as 'requires' rather than 'is essential' affect the modal force of the original statement?,The shift from the adjective construction 'is essential' to the verb 'requires' subtly changes the modality from describing inherent necessity to impo,"I don't have enough information in the provided context to answer this question about the translation of '필수적이다' and its modal force implications.

Th",hard,ambiguous,claude
ko,What two types of data must be separated when evaluating machine learning algorithms?,Training data and validation data must be properly separated to evaluate the performance of machine learning algorithms.,"I don't find information in the provided context about the two types of data that must be separated when evaluating machine learning algorithms. 

The",easy,factual,claude
ko,추석 명절에 가족들이 함께 하는 구체적인 활동은 무엇인가요?,가족들이 함께 모여 송편을 빚고 차례를 지내는 활동을 합니다.,I don't have information in the provided context to answer your question about specific activities that families do together during Chuseok (Korean Th,easy,factual,claude
ko,So what was the person's viewing experience like?,"They were so into it that they completely lost track of time while watching, showing how engaging and entertaining the movie was.","I don't have enough information in the provided context to answer what the person's viewing experience was like. 

The context provided discusses AI a",medium,reasoning,claude
ko,Why is the separation of datasets emphasized in the context of machine learning evaluation?,"Proper separation is essential to accurately assess algorithm performance, preventing overfitting and ensuring the model generalizes well to unseen da","Based on the provided context, I don't see specific information about why the separation of datasets is emphasized in machine learning evaluation. 

T",medium,reasoning,claude
ko,"How does the informal expression '꿀잼' get rendered in the translation, and what cultural nuance might be lost?","The slang term '꿀잼' (literally 'honey fun', meaning extremely entertaining) is translated as 'really entertaining', which accurately conveys the meani","I don't have enough information in the provided context to answer this question. The context discusses Anote's work on multilingual AI, LLM fine-tunin",hard,ambiguous,claude
ko,What's the deal with expressing gratitude during Chuseok—is it just about food or something deeper?,"It's definitely deeper than food. Making songpyeon and performing ancestral rites are ways to honor and thank ancestors, reflecting core Confucian val",I don't have any information about Chuseok or expressing gratitude during that holiday in the provided context. The context contains fragments from Me,hard,ambiguous,claude
ko,What direction are corporate social responsibility activities evolving toward?,"Corporate social responsibility activities are evolving toward contributing to sustainable development, moving beyond simple charitable donations.","I don't have enough information in the provided context to answer the question about the direction of corporate social responsibility activities. 

Th",easy,factual,claude
ko,서울시가 심야버스와 관련해서 뭘 했대?,서울시는 심야버스 노선을 늘리고 버스가 오는 간격을 줄였어요.,I don't have information about Seoul city (서울시) or night buses (심야버스) in the provided context. The context only contains information about Anote's AI ,easy,factual,claude
ko,How does the translation convey the artistic significance of the west coast sunset?,"The translation characterizes it as a 'natural masterpiece' that continuously inspired painters, emphasizing both its aesthetic value and creative imp",I don't have enough information in the provided context to answer this question. The context provided discusses technical aspects of RAG (Retrieval-Au,medium,reasoning,claude
ko,What's the main goal behind expanding those night buses?,The goal is to get more people using public transportation by making it more accessible and convenient during late-night hours.,"I don't see any information about night buses in the provided context. The context discusses Anote's business, which focuses on AI-powered data labeli",medium,reasoning,claude
ko,Does the Korean phrase '기부를 넘어서' suggest a temporal progression or a qualitative transcendence in CSR evolution?,The phrase suggests qualitative transcendence rather than mere temporal sequence—it indicates CSR is surpassing the conceptual limitations of donation,"I don't have enough information in the provided context to answer this question. The context provided discusses Anote's AI capabilities, data labeling",hard,ambiguous,claude
ko,"서해안 노을 풍경이 화가들한테 '걸작'이라고 했는데, 이게 완성된 작품을 말하는 건가 아니면 창작의 원천을 뜻하는 건가?",여기서 '걸작'은 자연 그 자체가 이미 완성된 예술작품이라는 의미예요. 동시에 화가들에게 영감을 주는 원천이기도 하고요—이중적 의미를 담고 있죠.,I don't have enough information in the provided context to answer your question about 서해안 노을 풍경 (west coast sunset scenery) and its meaning to artists,hard,ambiguous,claude
ko,What event is mentioned as happening tomorrow?,An interview is scheduled for tomorrow.,"Based on the context provided, there is no mention of any event happening tomorrow. The context contains fragments of various Medium article titles an",easy,factual,claude
ko,So who's the speaker asking for help?,The speaker is asking their older sister ('언니') for advice about what to wear to an interview.,"Based on the context provided, I cannot determine who the speaker is asking for help. The context appears to be explaining how AI language models work",easy,factual,claude
ko,What specific technical capabilities of 5G networks are identified as driving forces for emerging technologies?,The low latency and high-speed transmission capabilities are identified as the key technical factors that will accelerate development in autonomous ve,I don't find any information about 5G networks or their technical capabilities in the provided context. The context focuses on Anote's AI products and,medium,reasoning,claude
ko,Why does the speaker keep going back to traditional markets?,They visit often because traditional markets offer a warmth and personal touch ('인심') that you just can't get at big chain stores.,"I don't have enough information in the provided context to answer why ""the speaker keeps going back to traditional markets."" 

The context provided co",medium,reasoning,claude
ko,How does the translation handle the cultural concept of '인심' and what interpretive choices does it reveal?,"The translation renders '인심' as 'warmth and generosity,' unpacking a culturally specific Korean concept about human kindness and generous spirit into ","I don't have enough information in the provided context to answer this question. The context discusses Anote's AI capabilities for data labeling, LLM ",hard,ambiguous,claude
ko,Does the English version lose the casual intimacy of calling someone '언니' compared to just jumping straight into the request?,"Yeah, totally. The original opens with '언니' which shows this close sisterly relationship and sets a warm, familiar tone. The English just drops that a","I don't have enough information in the provided context to answer this question. The context you've shared discusses Anote's work in data labeling, mo",hard,ambiguous,claude
ko,What techniques are suggested as effective for preventing overfitting in deep learning models?,The suggested effective techniques are applying dropout and early stopping.,"Based on the provided context, I cannot find specific information about techniques for preventing overfitting in deep learning models. 

The context d",easy,factual,gemini
ko,What is the implied emotional state of the speaker in the first text?,"The speaker implies they are feeling lonely or bored and is looking for interaction, as indicated by saying they are '심심한데' (bored).","I cannot determine the implied emotional state of a speaker from the provided context. 

The context appears to be fragments from Medium articles abou",medium,reasoning,gemini
ko,How would you formally express the function of 'dropout and early stopping techniques' based on the text?,"The formal function of these techniques is to mitigate the phenomenon of excessive fitting to training data, thereby enhancing the generalization capa","I cannot find any information about ""dropout and early stopping techniques"" in the provided context. 

The context discusses RAG (Retrieval-Augmented ",hard,ambiguous,gemini
ko,Why does the speaker in the first text want to talk on the phone now?,The speaker wants to talk now because they are bored and they want to hear the other person's voice after a long period of time.,"I don't have enough information to answer this question. The context provided doesn't contain any text about a speaker wanting to talk on the phone. 
",medium,factual,gemini
ko,What is the primary objective of the Ministry of Environment's campaign?,The main goal of the campaign is to reduce the use of plastic.,I don't have information about the Ministry of Environment's campaign in the provided context. The context only discusses Anote's participation in a r,easy,factual,gemini
ko,What does the phrase '오랜 방황' (long wandering) imply about the man's prior life path?,"It suggests that he spent a significant amount of time being unsettled, perhaps searching for purpose, direction, or a satisfying career, before findi",I don't have enough information to answer this question. The context provided discusses Anote's data labeling services and Retrieval-Augmented Generat,medium,reasoning,gemini
ko,What specific actions will the Ministry take to improve its waste management infrastructure?,The Ministry plans to both reinforce regulations concerning single-use items and enhance the pre-existing system for recycling materials.,"I don't have enough information in the provided context to answer this question. The context provided discusses topics related to AI technology, inclu",medium,factual,gemini
ko,"If we translate the commitment to 'risk everything' (모든 것을 걸기로 결심했다) into a formal, actionable plan, what level of commitment is being expressed?","The commitment expressed is one of total dedication and significant personal sacrifice, indicating a comprehensive prioritization of the goal, potenti","I appreciate your question, but I need to clarify that the context provided does not contain any reference to ""risk everything"" (모든 것을 걸기로 결심했다) or an",hard,ambiguous,gemini
ko,What is the key technological development cited as the reason for the popularization of smart home systems?,The key development is the advancement of Internet of Things (IoT) technology.,I don't find any information about smart home systems or their popularization in the provided context. The context focuses on Anote's AI products and ,easy,factual,gemini
ko,"The phrase '스트레스도 풀 겸' (literally, 'also for relieving stress') suggests what about the social context of the hiking invitation?",It suggests that the invitation is not purely for physical fitness but also serves the common Korean purpose of using outdoor activity as a way to man,"I don't have enough information in the provided context to answer this question. The context provided is about Anote's AI platform features, team memb",medium,reasoning,gemini
ko,What two benefits are listed for going hiking?,The two benefits listed for going hiking are to get exercise and to relieve some stress.,The context provided does not contain any information about hiking or benefits of going hiking. The context is entirely focused on Anote's AI services,medium,factual,gemini
ko,"From a formal sociological standpoint, how has the proliferation of IoT-enabled smart systems fundamentally altered the concept of 'convenience in dai","The systems have fundamentally altered convenience by facilitating a greater degree of automation and remote management of domestic functions, thereby","I don't have enough information in the provided context to answer this question. The context focuses on Anote's AI products and services, including da",hard,ambiguous,gemini
ko,What two primary activities can one engage in at a Jjimjilbang?,You can enjoy saunas and have simple meals there.,"I don't have information about Jjimjilbang activities in the provided context. The context only contains information about Anote's AI products, techni",easy,factual,gemini
ko,"The term 'PC방' (PC bang) refers to what type of commercial establishment in the Korean context, and what does the request '게임 한판 할래' imply?","A 'PC방' is a PC internet cafe where people pay to use high-speed computers for gaming. The request '게임 한판 할래' (play some games) is a casual, idiomatic","I don't have enough information in the provided context to answer this question. The context provided focuses on Anote's business model, pricing, targ",hard,ambiguous,gemini
ko,"Based on the text, what is the categorization of the Jjimjilbang facility?",The Jjimjilbang is categorized as a 'unique Korean cultural space' and is structurally defined as a 'complex facility'.,"Based on the context provided, there is no information about a Jjimjilbang facility or its categorization. The text discusses Anote's technical approa",medium,factual,gemini
ko,"What is the implied social relationship between the two speakers in the second text, based on the use of '형' (hyeong)?",The use of '형' (hyeong) means the speaker is a younger male addressing an older male who is either his older brother or a close older friend/acquainta,"I cannot answer this question based on the provided context. The context does not contain any text with the Korean word '형' (hyeong), nor does it desc",medium,reasoning,gemini
ko,What is the current status of greenhouse gas emissions despite global actions?,Greenhouse gas emissions are currently continuing to increase.,I don't have enough information in the provided context to answer your question about greenhouse gas emissions and global actions. The context provide,easy,factual,gemini
ko,"In the second text, what literary device is used to describe the woman's voice, and what feeling does it convey?","The literary device is a simile ('as gentle as a spring breeze'), which conveys a feeling of calmness, comfort, and peacefulness to the listener.","I don't see any text in the provided context that describes a woman's voice or uses literary devices related to that description. 

The context you've",medium,reasoning,gemini
ko,The phrase '실정이다' (siljeong-ida) in the first text denotes what kind of reality regarding the situation?,"The phrase '실정이다' implies that the described state (greenhouse gas increase) is the undeniable, current reality or state of affairs, often used in for",I don't find the phrase '실정이다' (siljeong-ida) or any Korean text in the provided context. The context contains information about Anote's multi-lingual,hard,ambiguous,gemini
ko,What kind of effect did her voice have on the people who listened to it?,"Her voice had the effect of making the listeners feel relaxed or comfortable because it was so smooth and gentle, like a nice breeze.","I don't have enough information in the provided context to answer this question. The context provided discusses technical topics related to AI, data l",medium,factual,gemini
ko,What is the primary goal that the government's two actions were intended to achieve?,The government's main goal was to invigorate the startup ecosystem.,I don't have enough information in the provided context to answer this question. The context discusses Anote's participation in a NIST ARIA program re,easy,factual,gemini
ko,Bulgogi is cooked in what way and consists of what main ingredient?,Bulgogi is a Korean dish of grilled beef that has been prepared by marinating the beef in a sweet seasoning.,I don't have information about bulgogi in the provided context. The context only contains information about Anote's AI products and services related t,medium,factual,gemini
ko,What does the policy term '규제 샌드박스' (regulatory sandbox) fundamentally signify in the context of fostering a startup ecosystem?,"The term '규제 샌드박스' (regulatory sandbox) signifies a controlled, limited environment where new technologies, products, or business models can be tested",I don't have information about the policy term '규제 샌드박스' (regulatory sandbox) or its significance in fostering a startup ecosystem in the provided con,hard,ambiguous,gemini
ko,Why would Bulgogi be considered 'one of the most popular dishes among foreigners'?,"It's likely popular because it is a flavorful, appealing meat dish that is easy for non-Koreans to like, being grilled beef marinated in a sweet sauce","I don't have enough information in the provided context to answer why Bulgogi would be considered 'one of the most popular dishes among foreigners.' 
",medium,reasoning,gemini
ko,What is the capability of next-generation computing technology regarding complex problems?,"Next-generation computing technology, specifically quantum computers, is capable of handling complex problems that conventional computers cannot solve","I don't see information in the provided context about ""next-generation computing technology"" or its capabilities regarding complex problems in general",easy,factual,gemini
ko,What Korean cultural items are being consumed by the speakers to induce a feeling of problem-solving?,"They are consuming pork belly ('삼겹살') and soju ('소주'), which is a traditional Korean distilled beverage.",The context provided does not contain any information about Korean cultural items being consumed by speakers to induce a feeling of problem-solving. T,medium,factual,gemini
ko,The second text describes the anticipated role of quantum computing. What is the implied deficiency in current computational capacity that this new te,The implied deficiency is the inability of conventional computers to efficiently process or solve certain highly complex problems that require process,I don't see any information about quantum computing or its anticipated role in the context provided. The context appears to be a collection of Medium ,hard,ambiguous,gemini
ko,What's the meaning behind the speaker saying 'it feels like any problem could be solved' when drinking and eating pork belly?,"The speaker isn't saying problems are literally solved, but that the social ritual of drinking soju and eating pork belly creates a relaxing, honest a",I don't have enough information in the provided context to answer this question. The context provided contains information about Anote's data labeling,medium,reasoning,gemini
